x1,x2,y
0.6144375154868774,3.35551616952071,2
0.996755528728722,2.725742246048237,2
-3.285986587648982,0.14770708682584338,0
0.645604283159159,3.0127869892031653,2
-2.6050805962274426,-1.1378029676781394,0
-3.2121528497588416,1.0934994139556198,0
-0.6039255391677847,3.6839271366774273,2
-3.422976199123423,1.1968354491913464,0
1.6428531083595774,0.15527199431864608,1
0.551537360745122,2.5991135486766037,2
-1.8040267431130217,-0.40555454029690385,0
0.40501148594283554,0.2992452558780577,1
2.558578650890872,0.3147883083373997,1
1.3570603456242152,1.311293444355254,1
2.051579531848096,-1.5803732530830972,1
0.31267345702760296,3.3871293515700343,2
1.2614134031112765,-1.081347684493067,1
1.534655268841085,-0.8118053845542935,1
0.14445190769314095,4.561009868508237,2
-1.5086666399652597,0.6060061680378441,0
-1.1699680445936806,-0.40801311908379767,0
-2.700494602707806,-1.106239784771469,0
-2.5172583073940213,-0.865238402891516,0
1.294384927959302,2.636571046197997,2
2.0390880562605633,0.032473352963105905,1
-1.963542528076949,-0.5212802780846537,0
-0.7311865470837182,-0.9902523990614793,0
0.7902690404039191,2.9291588838053526,2
-0.049608411505619544,2.9269514949700297,2
3.224600665874958,0.9750094813578534,1
2.065827191420339,0.852384300052281,1
0.9673669547931872,3.788948672150428,2
-2.352035589357587,0.10459246182887308,0
-0.10211077351495707,2.728063170403635,2
-1.3414635328304683,0.05865437375072311,0
2.061457512848204,-1.0263937793508557,1
-2.360052377183395,0.498279945877999,0
1.711227067344736,0.9274638426913985,1
0.30816006394182993,2.6803794962028533,2
-3.3627059514841235,-0.044438159117295026,0
0.7326202173152118,3.3492586220811695,2
1.8517698728978333,-0.10385655978674094,1
0.8827021964961651,2.8744057937088803,2
1.9237635740904384,0.2232172206162714,1
-1.6168161394028866,0.26692968422955865,0
-2.792429060104551,-0.45303818368221754,0
1.4788655971084412,-0.38710866724345727,1
2.5687679745627934,0.3554106491888318,1
3.0539152525074607,0.15807968375391973,1
2.577337651234588,-0.9032414169737835,1
-0.817684764206787,-0.4146161746189179,0
-2.0616813675312833,0.2729215798533151,0
2.4725238645538474,0.8869628644663262,1
1.9282114445702185,1.1520937723595783,1
-1.4021651159013904,0.4882962123467719,0
0.026161467823472232,4.017030624258451,2
0.24223805420196565,2.9854826361654503,2
1.8505026846709127,-0.35178484661933995,1
2.195040571016959,-0.45126290458938273,1
2.1331617665704448,0.3939610112065193,1
1.7426919590260939,1.6613983868486728,1
-0.3861109382280858,3.5567040768487423,2
0.877915782560245,1.3996613945495515,1
-1.500704146358276,0.5026764074114239,0
-2.1214280760284665,0.4706537651876612,0
-1.9803918605928459,0.3983986329963598,0
-1.7067214031225213,-0.7519038290618842,0
-1.710883515593269,1.2304292531727754,0
