x1,x2,y
0.4693999815737726,-0.8583789051034182,0
0.02569440189601624,0.5742777786435667,1
0.9308878001541712,0.9150735623787296,1
0.5536770228918559,1.1127577137189637,1
0.18932485094717383,1.1147598617970873,1
0.4080897310932942,-1.2718950555241264,0
0.017769524302924472,0.7455920677875584,1
0.318600460903976,0.04993172107127153,0
0.9399509413510169,-0.7264781049694491,0
0.4717175504638644,-0.20573062164183503,0
0.4830162224825539,-0.36657300970177975,0
0.271638124053409,0.7857419680000401,1
-0.6813807580676753,0.4401688802653957,0
-0.10505587336897876,-0.14119731294479218,1
-0.5348483408139988,0.28356364468172746,0
0.027772567567126483,-0.3000924717525704,1
-0.2511013167400581,-1.0027251109023245,1
-0.7703117873874741,0.28381188110094635,0
1.0167553098696547,1.0024636705284387,1
0.27894122108438846,0.15354744921360602,0
0.01982915189485923,-0.6274847992077899,0
0.03249497858068426,-0.6434236988908376,1
-0.6605312883038055,0.819751041025184,0
-0.7896882213854739,-0.9496859883337931,1
-0.35509555974421314,-0.2555325794329179,1
0.6280369743489003,0.32724090237342285,1
0.6035059443957923,-0.12586633723746274,0
-0.760771827693111,1.0296309404956148,0
0.5850447840474597,0.7217431177241939,1
-0.1805344399574885,0.06955452105279389,0
-0.3240426121799838,-1.1033645262797318,1
0.849169361314466,-0.1576910350671966,1
-0.2716906534959794,-0.4731335825334456,1
-0.8960215351044406,-0.4743229830009843,1
0.05603563121357279,0.30811820371662635,0
0.2463467505457495,-0.5531185509545058,0
-0.2733039918939363,-0.726493635413201,1
-0.020320815949696036,-0.5803829189703412,1
0.42668800455689715,0.28972721741962415,1
-0.19359432694882656,0.5927561387969954,0
0.22614479439219495,-0.31478783355363116,0
-1.1002904612876574,0.6370491216989251,0
0.07249534556303527,-1.2757828496353538,1
-0.3815784639977108,0.5565910524232025,0
-0.23086277078895087,-0.19324390540079237,1
0.384000843542571,-0.9233211356296075,0
-0.029751202724973128,0.6275778278167672,0
0.09797052700681469,0.3936638797227745,1
-0.9163348994166278,0.4015428471091672,0
-0.4033032754880419,-0.0667094464291994,0
0.4784628679152576,-1.1013183397590933,0
-0.1944121782564593,-0.2573139313224707,1
0.2788902783311672,0.46816219792607205,1
-0.7361650881505923,0.9475823467305197,0
-0.2411716385151558,-0.2651431898007234,1
0.33626885321471095,0.09896228718022165,1
-1.1108409464238373,0.48787738944367814,0
0.09475165995652451,-0.2636071494139588,1
-0.12600189718500238,-0.3456142499466591,1
-0.006764655519941494,1.0296809875314854,0
0.3888284666002753,0.4371657984546362,1
-0.4115480096492843,-0.22040024803545943,1
0.6623987670413496,-0.41497240734237406,0
-1.5564729470212058,-0.02216551540531822,0
-0.06446231817682402,0.3977974868515124,0
0.9670224353768367,-0.9063839698082213,0
0.5405427327309998,-0.8947944025220413,0
-0.8444181190010727,-0.29267096958067407,0
0.4418670055523131,-0.12955268124382402,0
0.7996109338596618,0.8114715839264095,1
0.46632673782445555,-0.8342448765008112,0
0.44699070037602523,-0.2782205073309374,0
0.6222582179457099,-0.38101851106662354,0
-1.0624355339983822,0.3043897061157742,0
0.2276242904915373,0.24434601386426633,1
-0.7796012269499413,-0.14580178988671005,1
0.6352334022640553,-0.7484975759126001,0
0.7617795188434662,-0.9529163805664762,0
0.7113953004844764,-0.3831049134104204,1
-0.26243773914305063,0.05819504831735617,0
-0.615802803539196,-0.9394621076222921,1
-0.6581805460459105,0.613671978851694,0
0.7843485681401228,-0.30449391521379965,0
1.0162002766135005,0.3584506595171596,1
-0.5451265957224201,-1.228560298880816,1
0.3168529577001193,0.06893853719352899,1
0.0751650548593158,0.5879713302113232,0
0.31628351477573513,0.4427687890987609,1
0.9202458682127055,-0.42373609853772537,0
-1.0270208684734312,0.13014433827929928,0
-0.4851739058156976,0.36063680095331685,0
-0.23501443311348935,0.8774317227646933,0
0.10627882464917712,-0.6500840808345456,0
0.348039500181511,0.3959278743518413,1
